RowID,Citation,URL_Kind,URL,HTTP_Code,Final_URL,Content_Type,Size_Bytes,Text_Chars,Verdict,Notes
A2-10,Selke — Lifelogging,landing,https://link.springer.com/book/10.1007/978-3-658-10416-0,200,https://link.springer.com/book/10.1007/978-3-658-10416-0,text/html; charset=utf-8,3038,190,BAD_STUB,"HTML stub, only 190 chars; markers: []"
A3-01,"Limerick, Coyle & Moore — Experience of Agency in HCI (review)",readable,https://pmc.ncbi.nlm.nih.gov/articles/PMC4140386/,200,https://pmc.ncbi.nlm.nih.gov/articles/PMC4140386/,text/html; charset=utf-8,8038,143,BAD_STUB,"HTML stub, only 143 chars; markers: ['captcha']"
A3-01,"Limerick, Coyle & Moore — Experience of Agency in HCI (review)",landing,https://research.gold.ac.uk/id/eprint/11426/,000,https://research.gold.ac.uk/id/eprint/11426/,,0,0,BAD_UNREACHABLE,connection error
A3-02,"Bennett, Metatla, Roudaut & Mekler — HCI Agency/Autonomy",readable,https://arxiv.org/pdf/2301.12490,200,https://arxiv.org/pdf/2301.12490,application/pdf,803425,20552,OK_READABLE,"PDF 18p, text layer OK (20552 chars in first 4p)"
A3-02,"Bennett, Metatla, Roudaut & Mekler — HCI Agency/Autonomy",landing,https://arxiv.org/abs/2301.12490,200,https://arxiv.org/abs/2301.12490,text/html; charset=utf-8,42523,3901,OK_LANDING,"HTML 3901 chars; markers: ['log in', 'subscribe']"
A3-03,Schroeder et al. — Goal-Directed Self-Tracking,readable,https://dl.acm.org/doi/pdf/10.1145/3242587.3242643,403,https://dl.acm.org/doi/pdf/10.1145/3242587.3242643,text/html; charset=UTF-8,3233,0,BAD_BLOCKED,HTTP 403
A3-03,Schroeder et al. — Goal-Directed Self-Tracking,landing,https://doi.org/10.1145/3242587.3242643,403,https://dl.acm.org/doi/10.1145/3242587.3242643,text/html; charset=UTF-8,3203,0,BAD_BLOCKED,HTTP 403
A3-04,Baumer & Silberman — When the Implication Is Not to Design,readable,https://wtf.tw/ref/baumer.pdf,404,https://wtf.tw/ref/baumer.pdf,text/html; charset=iso-8859-1,355,0,BAD_DEAD,HTTP 404
A3-04,Baumer & Silberman — When the Implication Is Not to Design,landing,https://dl.acm.org/doi/10.1145/2470654.2466455,403,https://dl.acm.org/doi/10.1145/2470654.2466455,text/html; charset=UTF-8,3200,0,BAD_BLOCKED,HTTP 403
A3-05,"Sengers, Boehner, David & Kaye — Reflective Design",readable,https://people.csail.mit.edu/rcm/papers/ReflectiveDesign_CHI2005.pdf,404,https://people.csail.mit.edu/rcm/papers/ReflectiveDesign_CHI2005.pdf,text/html; charset=iso-8859-1,178,0,BAD_DEAD,HTTP 404
A3-05,"Sengers, Boehner, David & Kaye — Reflective Design",landing,https://dl.acm.org/doi/10.1145/1054972.1055012,403,https://dl.acm.org/doi/10.1145/1054972.1055012,text/html; charset=UTF-8,3204,0,BAD_BLOCKED,HTTP 403
A3-06,Bardzell & Bardzell — Humanistic HCI,readable,https://www.morganclaypool.com/doi/pdf/10.2200/S00438ED1V01Y201207HCI015,000,https://www.morganclaypool.com/doi/pdf/10.2200/S00438ED1V01Y201207HCI015,,0,0,BAD_UNREACHABLE,connection error
A3-06,Bardzell & Bardzell — Humanistic HCI,landing,https://doi.org/10.2200/S00438ED1V01Y201207HCI015,404,https://doi.org/10.2200/S00438ED1V01Y201207HCI015,text/html;charset=utf-8,3188,0,BAD_DEAD,HTTP 404
A3-07,Friedman & Kahn — Value Sensitive Design,readable,https://nissenbaum.tech.cornell.edu/papers/Value_Sensitive_Design.pdf,200,https://nissenbaum.tech.cornell.edu/papers/Value_Sensitive_Design.pdf,application/pdf,724333,12522,OK_READABLE,"PDF 27p, text layer OK (12522 chars in first 4p)"
A3-07,Friedman & Kahn — Value Sensitive Design,landing,https://link.springer.com/content/pdf/10.1007/978-94-007-7844-3_4.pdf,200,https://link.springer.com/content/pdf/10.1007/978-94-007-7844-3_4.pdf,text/html; charset=utf-8,3038,190,BAD_STUB,"HTML stub, only 190 chars; markers: []"
A3-08,"Light, Burgess & Duguay — The Walkthrough Method",readable,https://salford-repository.worktribe.com/preview/1493547/The20Walkthrough20Method20-20Final20Pre-print20version1.pdf,403,https://salford-repository.worktribe.com/preview/1493547/The20Walkthrough20Method20-20Final20Pre-print20version1.pdf,text/html; charset=UTF-8,3337,0,BAD_BLOCKED,HTTP 403
A3-08,"Light, Burgess & Duguay — The Walkthrough Method",landing,https://doi.org/10.1177/1461444816675438,403,https://journals.sagepub.com/doi/10.1177/1461444816675438,text/html; charset=UTF-8,3362,0,BAD_BLOCKED,HTTP 403
A3-09,Pierce — Undesigning Technology,landing,https://doi.org/10.1145/2207676.2208540,403,https://dl.acm.org/doi/10.1145/2207676.2208540,text/html; charset=UTF-8,3205,0,BAD_BLOCKED,HTTP 403
A3-10,Rapp & Boldi — open issues in persuasive technologies,readable,https://iris.unito.it/retrieve/handle/2318/2014670/1377111/HCII24-ready-v50-final.pdf,200,https://iris.unito.it/retrieve/handle/2318/2014670/1377111/HCII24-ready-v50-final.pdf,application/pdf;charset=UTF-8,402197,9105,OK_READABLE,"PDF 20p, text layer OK (9105 chars in first 4p)"
A3-10,Rapp & Boldi — open issues in persuasive technologies,landing,https://doi.org/10.1007/978-3-031-60428-7_8,200,https://link.springer.com/10.1007/978-3-031-60428-7_8,text/html; charset=utf-8,3038,190,BAD_STUB,"HTML stub, only 190 chars; markers: []"
A4-01,Kaplan & Kaplan — The Experience of Nature,readable,https://archive.org/details/experienceofnatu0000kapl,200,https://archive.org/details/experienceofnatu0000kapl,text/html; charset=UTF-8,51745,6961,OK_LANDING,HTML 6961 chars; markers: ['log in']
A4-01,Kaplan & Kaplan — The Experience of Nature,landing,https://www.cambridge.org/core/books/experience-of-nature/A378A2C517FB18B356519D1E5025001C,500,https://www.cambridge.org/core/books/experience-of-nature/A378A2C517FB18B356519D1E5025001C,text/html; charset=utf-8,654011,0,BAD_DEAD,HTTP 500
A4-02,"Berman, Jonides & Kaplan — Cognitive Benefits of Nature",readable,https://www.umich.edu/~jlabpsyc/pdf/2008_2.pdf,500,https://shibboleth.umich.edu/idp/profile/oidc/authorize?execution=e1s1,text/html;charset=utf-8,3377,0,BAD_DEAD,HTTP 500
A4-02,"Berman, Jonides & Kaplan — Cognitive Benefits of Nature",landing,https://doi.org/10.1111/j.1467-9280.2008.02225.x,403,https://journals.sagepub.com/doi/10.1111/j.1467-9280.2008.02225.x,text/html; charset=UTF-8,3382,0,BAD_BLOCKED,HTTP 403
A4-03,Scannell & Gifford — Place Attachment (tripartite framework),readable,https://www.researchgate.net/publication/223552061_Defining_place_attachment_A_tripartite_organizing_framework,403,https://www.researchgate.net/publication/223552061_Defining_place_attachment_A_tripartite_organizing_framework,text/html; charset=UTF-8,6966,0,BAD_BLOCKED,HTTP 403
A4-03,Scannell & Gifford — Place Attachment (tripartite framework),landing,https://doi.org/10.1016/j.jenvp.2009.09.006,200,https://linkinghub.elsevier.com/retrieve/pii/S0272494409000620,text/html;charset=UTF-8,2675,11,BAD_STUB,"HTML stub, only 11 chars; markers: []"
A4-04,Menatti et al. — Place Attachment & Landscape Restorativeness,readable,https://repositorio.udd.cl/bitstream/11447/6275/1/Place%20attachment%20and%20identification%20as%20predictors%20of%20expected%20landscape%20restorativeness.pdf,403,https://repositorio.udd.cl/bitstream/11447/6275/1/Place%20attachment%20and%20identification%20as%20predictors%20of%20expected%20landscape%20restorativeness.pdf,text/html,1301,0,BAD_BLOCKED,HTTP 403
A4-04,Menatti et al. — Place Attachment & Landscape Restorativeness,landing,https://doi.org/10.1016/j.jenvp.2019.03.005,200,https://linkinghub.elsevier.com/retrieve/pii/S0272494418304055,text/html;charset=UTF-8,2702,11,BAD_STUB,"HTML stub, only 11 chars; markers: []"
A4-05,Yoon et al. — Perceived Restorativeness & Place Attachment,readable,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2023.1201112/pdf,200,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2023.1201112/pdf,application/pdf,681539,18900,OK_READABLE,"PDF 14p, text layer OK (18900 chars in first 4p)"
A4-05,Yoon et al. — Perceived Restorativeness & Place Attachment,landing,https://doi.org/10.3389/fpsyg.2023.1201112,200,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2023.1201112/full,text/html;charset=utf-8,247702,74888,OK_LANDING,HTML 74888 chars; markers: ['signin']
A4-06,Chang et al. — Place Attachment & Pro-Environmental Intentions,readable,https://pmc.ncbi.nlm.nih.gov/articles/PMC12832409/,200,https://pmc.ncbi.nlm.nih.gov/articles/PMC12832409/,text/html; charset=utf-8,8041,143,BAD_STUB,"HTML stub, only 143 chars; markers: ['captcha']"
A4-06,Chang et al. — Place Attachment & Pro-Environmental Intentions,landing,https://doi.org/10.3389/fpsyg.2025.1678177,200,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2025.1678177/full,text/html;charset=utf-8,180053,52829,OK_HTML,HTML 52829 chars
A4-07,Hartig et al. — Perceived Restorativeness Scale,readable,https://blogs.ubc.ca/2017wufor200/files/2017/02/Perceived-Restorativeness-Scale-Hartig-et-al-1997.pdf,200,https://blogs.ubc.ca/2017wufor200/files/2017/02/Perceived-Restorativeness-Scale-Hartig-et-al-1997.pdf,application/pdf,14956,3478,OK_READABLE,"PDF 3p, text layer OK (3478 chars in first 3p)"
A4-07,Hartig et al. — Perceived Restorativeness Scale,landing,https://kipdf.com/validation-of-a-measure-of-perceived-environmental-restorativeness-1_5ac406811723dd66fecf6d6e.html,403,https://kipdf.com/validation-of-a-measure-of-perceived-environmental-restorativeness-1_5ac406811723dd66fecf6d6e.html,text/html; charset=UTF-8,3468,0,BAD_BLOCKED,HTTP 403
A4-08,Korpela — restorative environments & self-regulation,readable,https://aaltodoc.aalto.fi/bitstreams/006d5f9f-b0e8-42fe-accb-15491d28b58e/download,200,https://aaltodoc.aalto.fi/server/api/core/bitstreams/006d5f9f-b0e8-42fe-accb-15491d28b58e/content,application/pdf;charset=UTF-8,562201,16314,OK_READABLE,"PDF 12p, text layer OK (16314 chars in first 4p)"
A4-08,Korpela — restorative environments & self-regulation,landing,https://doi.org/10.1006/jevp.2002.0277,200,https://linkinghub.elsevier.com/retrieve/pii/S027249440290277X,text/html;charset=UTF-8,2689,11,BAD_STUB,"HTML stub, only 11 chars; markers: []"
A4-09,Lewicka — Place Attachment: 40 years,readable,https://docslib.org/doc/6265744/place-attachment-how-far-have-we-come-in-the-last-40-years,200,https://docslib.org/doc/6265744/place-attachment-how-far-have-we-come-in-the-last-40-years,text/html; charset=utf-8,23358,29405,OK_LANDING,HTML 29405 chars; markers: ['log in']
A4-09,Lewicka — Place Attachment: 40 years,landing,https://doi.org/10.1016/j.jenvp.2010.10.001,200,https://linkinghub.elsevier.com/retrieve/pii/S0272494410000861,text/html;charset=UTF-8,2675,11,BAD_STUB,"HTML stub, only 11 chars; markers: []"
A4-10,Gibson — The Ecological Approach to Visual Perception,readable,https://archive.org/details/ecologicalapproa0000gibs,200,https://archive.org/details/ecologicalapproa0000gibs,text/html; charset=UTF-8,50889,6253,OK_LANDING,HTML 6253 chars; markers: ['log in']
A4-10,Gibson — The Ecological Approach to Visual Perception,landing,https://www.routledge.com/The-Ecological-Approach-to-Visual-Perception/Gibson/p/book/9781848725782,200,https://www.routledge.com/The-Ecological-Approach-to-Visual-Perception/Gibson/p/book/9781848725782,text/html; charset=UTF-8,45637,5354,OK_LANDING,"HTML 5354 chars; markers: ['login', 'purchase', 'add to cart']"
A5-01,Varela — Neurophenomenology,readable,https://docslib.org/doc/729945/neurophenomenology-a-methodological-remedy-for-the-hard-problem-francisco-j,200,https://docslib.org/doc/729945/neurophenomenology-a-methodological-remedy-for-the-hard-problem-francisco-j,text/html; charset=utf-8,22748,30293,OK_LANDING,"HTML 30293 chars; markers: ['log in', 'purchase']"
A5-01,Varela — Neurophenomenology,landing,https://www.ingentaconnect.com/content/imp/jcs/1996/00000003/00000004/718,403,https://www.ingentaconnect.com/content/imp/jcs/1996/00000003/00000004/718,text/html; charset=UTF-8,3345,0,BAD_BLOCKED,HTTP 403
A5-02,Petitmengin — Describing Experience in the Second Person,readable,https://clairepetitmengin.fr/AArticles%20versions%20finales/PCS%20-%20Second%20Person.pdf,200,https://clairepetitmengin.fr/AArticles%20versions%20finales/PCS%20-%20Second%20Person.pdf,application/pdf,484117,10577,OK_READABLE,"PDF 41p, text layer OK (10577 chars in first 4p)"
A5-02,Petitmengin — Describing Experience in the Second Person,landing,https://link.springer.com/article/10.1007/s11097-006-9022-2,200,https://link.springer.com/article/10.1007/s11097-006-9022-2,text/html; charset=utf-8,3038,190,BAD_STUB,"HTML stub, only 190 chars; markers: []"
A5-03,Petitmengin et al. — micro-phenomenology studies,readable,https://hal.science/hal-02264833v1/file/PCS%20-%20Article%20analyse.pdf,200,https://hal.science/hal-02264833v1/file/PCS%20-%20Article%20analyse.pdf,text/html; charset=utf-8,5558,1026,OK_HTML,HTML 1026 chars
A5-03,Petitmengin et al. — micro-phenomenology studies,landing,https://doi.org/10.1007/s11097-018-9597-4,200,https://link.springer.com/article/10.1007/s11097-018-9597-4,text/html; charset=utf-8,3038,190,BAD_STUB,"HTML stub, only 190 chars; markers: []"
A5-04,Valenzuela-Moguillansky & Vasquez-Rosati — Analysis Procedure,readable,https://constructivist.info/14/2/123.valenzuela.pdf,200,https://constructivist.info/14/2/123.valenzuela,text/html; charset=utf-8,11080,12379,OK_LANDING,"HTML 12379 chars; markers: ['log in', 'login', 'not logged in']"
A5-04,Valenzuela-Moguillansky & Vasquez-Rosati — Analysis Procedure,landing,https://constructivist.info/14/2/123,200,https://constructivist.info/14/2/123,text/html; charset=utf-8,11110,12254,OK_LANDING,"HTML 12254 chars; markers: ['log in', 'login', 'not logged in']"
A5-05,Hurlburt & Heavey — Descriptive Experience Sampling,readable,http://www.hurlburt.faculty.unlv.edu/hurlburt-akhter-2006.pdf,200,https://www.hurlburt.faculty.unlv.edu/hurlburt-akhter-2006.pdf,application/pdf,355946,10314,OK_READABLE,"PDF 31p, text layer OK (10314 chars in first 4p)"
A5-05,Hurlburt & Heavey — Descriptive Experience Sampling,landing,https://archive.org/details/exploringinnerex0000hurl,200,https://archive.org/details/exploringinnerex0000hurl,text/html; charset=UTF-8,51026,6161,OK_LANDING,HTML 6161 chars; markers: ['log in']
A5-06,Bass-Krueger et al. — DES vs Micro-Phenomenological Interviews,readable,https://www.indecs.eu/2024/indecs2024-pp84-106.pdf,200,https://www.indecs.eu/2024/indecs2024-pp84-106.pdf,application/pdf,798072,11616,OK_READABLE,"PDF 23p, text layer OK (11616 chars in first 4p)"
A5-06,Bass-Krueger et al. — DES vs Micro-Phenomenological Interviews,landing,https://hrcak.srce.hr/en/clanak/454680,200,https://hrcak.srce.hr/en/clanak/454680,text/html; charset=utf-8,5323,3904,OK_LANDING,HTML 3904 chars; markers: ['login']
A5-07,"Depraz, Varela & Vermersch — On Becoming Aware",readable,https://openlibrary.org/books/OL3570652M/On_becoming_aware,200,https://openlibrary.org/verify_human?next=/books/OL3570652M/On_becoming_aware,text/html; charset=utf-8,6986,1648,OK_LANDING,HTML 1648 chars; markers: ['log in']
A5-07,"Depraz, Varela & Vermersch — On Becoming Aware",landing,https://benjamins.com/catalog/aicr.43,200,https://benjamins.com/catalog/aicr.43,text/html;charset=utf-8,136129,44562,OK_LANDING,HTML 44562 chars; markers: ['signin']
A5-08,Csikszentmihalyi & Larson — Experience Sampling Method,readable,https://link.springer.com/content/pdf/10.1007/978-94-017-9088-8_3.pdf,200,https://link.springer.com/content/pdf/10.1007/978-94-017-9088-8_3.pdf,text/html; charset=utf-8,3038,190,BAD_STUB,"HTML stub, only 190 chars; markers: []"
A5-08,Csikszentmihalyi & Larson — Experience Sampling Method,landing,https://doi.org/10.1007/978-94-017-9088-8_3,200,https://link.springer.com/10.1007/978-94-017-9088-8_3,text/html; charset=utf-8,3038,190,BAD_STUB,"HTML stub, only 190 chars; markers: []"
A5-09,Zahavi — Subjectivity and Selfhood,readable,https://direct.mit.edu/books/monograph/2097/Subjectivity-and-SelfhoodInvestigating-the-First,403,https://direct.mit.edu/books/monograph/2097/Subjectivity-and-SelfhoodInvestigating-the-First,text/html; charset=UTF-8,3405,0,BAD_BLOCKED,HTTP 403
A5-09,Zahavi — Subjectivity and Selfhood,landing,https://mitpress.mit.edu/9780262740340/subjectivity-and-selfhood/,403,https://mitpress.mit.edu/9780262740340/subjectivity-and-selfhood/,text/html,426,0,BAD_BLOCKED,HTTP 403
A5-10,Gallagher & Zahavi — The Phenomenological Mind,readable,https://archive.org/details/phenomenological0000gall,200,https://archive.org/details/phenomenological0000gall,text/html; charset=UTF-8,52038,7251,OK_LANDING,HTML 7251 chars; markers: ['log in']
A5-10,Gallagher & Zahavi — The Phenomenological Mind,landing,https://digitalcommons.memphis.edu/facpubs/6410/,200,https://digitalcommons.memphis.edu/facpubs/6410/,text/html; charset=UTF-8,7983,1989,OK_HTML,HTML 1989 chars
A6-01,Laitinen & Sahlgren — AI Systems and Respect for Human Autonomy,readable,https://trepo.tuni.fi/bitstream/handle/10024/220970/AI_systems_Laitinen_Sahlgren.pdf?sequence=1,200,https://trepo.tuni.fi/bitstream/handle/10024/220970/AI_systems_Laitinen_Sahlgren.pdf?sequence=1,text/html; charset=utf-8,2256,1026,OK_HTML,HTML 1026 chars
A6-01,Laitinen & Sahlgren — AI Systems and Respect for Human Autonomy,landing,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2021.705164/full,200,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2021.705164/full,text/html;charset=utf-8,177951,85111,OK_LANDING,HTML 85111 chars; markers: ['signin']
A6-02,AI and Human Autonomy: A Literature Review,readable,https://link.springer.com/content/pdf/10.1007/s43681-025-00958-4.pdf,200,https://link.springer.com/content/pdf/10.1007/s43681-025-00958-4.pdf,text/html; charset=utf-8,3038,190,BAD_STUB,"HTML stub, only 190 chars; markers: []"
A6-02,AI and Human Autonomy: A Literature Review,landing,https://link.springer.com/article/10.1007/s43681-025-00958-4,200,https://link.springer.com/article/10.1007/s43681-025-00958-4,text/html; charset=utf-8,3038,190,BAD_STUB,"HTML stub, only 190 chars; markers: []"
A6-03,Shneiderman — Human-Centered AI,readable,https://arxiv.org/pdf/2002.04087,200,https://arxiv.org/pdf/2002.04087,application/pdf,983390,9176,OK_READABLE,"PDF 21p, text layer OK (9176 chars in first 4p)"
A6-03,Shneiderman — Human-Centered AI,landing,https://doi.org/10.1145/3419764,403,https://dl.acm.org/doi/10.1145/3419764,text/html; charset=UTF-8,3185,0,BAD_BLOCKED,HTTP 403
A6-04,"Parasuraman & Riley — Use, Misuse, Disuse, Abuse",readable,https://web.mit.edu/16.459/www/parasuraman.pdf?source=post_page---------------------------,200,https://web.mit.edu/16.459/www/parasuraman.pdf?source=post_page---------------------------,application/pdf,6807613,0,BAD_SCANNED,"PDF 12p, NO text layer (scanned/image-only, needs OCR)"
A6-04,"Parasuraman & Riley — Use, Misuse, Disuse, Abuse",landing,https://doi.org/10.1518/001872097778543886,403,https://journals.sagepub.com/doi/10.1518/001872097778543886,text/html; charset=UTF-8,3361,0,BAD_BLOCKED,HTTP 403
A6-05,"Parasuraman, Sheridan & Wickens — Levels of Automation",readable,https://www.researchgate.net/profile/Raja-Parasuraman/publication/11596569_A_model_for_types_and_levels_of_human_interaction_with_automation_IEEE_Trans_Syst_Man_Cybern_Part_A_Syst_Hum_303_286-297/links/0fcfd50c098e2edd75000000/A-model-for-types-and-levels-of-human-interaction-with-automation-IEEE-Trans-Syst-Man-Cybern-Part-A-Syst-Hum-303-286-297.pdf,403,https://www.researchgate.net/profile/Raja-Parasuraman/publication/11596569_A_model_for_types_and_levels_of_human_interaction_with_automation_IEEE_Trans_Syst_Man_Cybern_Part_A_Syst_Hum_303_286-297/links/0fcfd50c098e2edd75000000/A-model-for-types-and-levels-of-human-interaction-with-automation-IEEE-Trans-Syst-Man-Cybern-Part-A-Syst-Hum-303-286-297.pdf,text/html; charset=UTF-8,6486,0,BAD_BLOCKED,HTTP 403
A6-05,"Parasuraman, Sheridan & Wickens — Levels of Automation",landing,https://ieeexplore.ieee.org/document/844354,202,https://ieeexplore.ieee.org/document/844354,text/html; charset=UTF-8,0,0,BAD_STUB,"HTML stub, only 0 chars; markers: []"
A6-06,Eubanks — Automating Inequality,readable,https://archive.org/details/automatinginequa0000euba,200,https://archive.org/details/automatinginequa0000euba,text/html; charset=UTF-8,51407,7325,OK_LANDING,"HTML 7325 chars; markers: ['log in', 'purchase']"
A6-06,Eubanks — Automating Inequality,landing,https://us.macmillan.com/books/9781250074317/automatinginequality,200,https://us.macmillan.com/books/9781250074317/automatinginequality,text/html; charset=UTF-8,18277,1680,OK_HTML,HTML 1680 chars
A6-07,Nissenbaum — Privacy in Context,readable,https://archive.org/details/privacyincontext0000niss,200,https://archive.org/details/privacyincontext0000niss,text/html; charset=UTF-8,51734,6924,OK_LANDING,"HTML 6924 chars; markers: ['log in', 'purchase']"
A6-07,Nissenbaum — Privacy in Context,landing,https://www.sup.org/books/law/privacy-context,429,https://www.sup.org/books/law/privacy-context,text/html; charset=utf-8,33793,0,BAD_BLOCKED,HTTP 429
A6-08,Mittelstadt et al. — The Ethics of Algorithms,readable,https://www.sfu.ca/~palys/MittelstadtEtAl-2016-TheEthicsOfAlgorithms.pdf,200,https://www.sfu.ca/~palys/MittelstadtEtAl-2016-TheEthicsOfAlgorithms.pdf,application/pdf,259163,16889,OK_READABLE,"PDF 21p, text layer OK (16889 chars in first 4p)"
A6-08,Mittelstadt et al. — The Ethics of Algorithms,landing,https://doi.org/10.1177/2053951716679679,403,https://journals.sagepub.com/doi/10.1177/2053951716679679,text/html; charset=UTF-8,3362,0,BAD_BLOCKED,HTTP 403
A6-09,"Wachter, Mittelstadt & Floridi — transparent/explainable AI",readable,https://discovery.ucl.ac.uk/id/eprint/10038294/,200,https://discovery.ucl.ac.uk/id/eprint/10038294/,text/html; charset=utf-8,8348,1918,OK_HTML,HTML 1918 chars
A6-09,"Wachter, Mittelstadt & Floridi — transparent/explainable AI",landing,https://doi.org/10.1126/scirobotics.aan6080,403,https://www.science.org/doi/10.1126/scirobotics.aan6080,text/html; charset=UTF-8,3231,0,BAD_BLOCKED,HTTP 403
A6-10,Calo — Robotics and the Lessons of Cyberlaw,readable,https://techpolicylab.uw.edu/wp-content/uploads/2018/06/Robotics-Lessons-Cyberlaw-Calo.pdf,200,https://techpolicylab.uw.edu/wp-content/uploads/2018/06/Robotics-Lessons-Cyberlaw-Calo.pdf,application/pdf,848030,8078,OK_READABLE,"PDF 52p, text layer OK (8078 chars in first 4p)"
A6-10,Calo — Robotics and the Lessons of Cyberlaw,landing,https://digitalcommons.law.uw.edu/faculty-articles/23/,200,https://digitalcommons.law.uw.edu/faculty-articles/23/,text/html; charset=UTF-8,8325,2454,OK_HTML,HTML 2454 chars
A7-01,Risko & Gilbert — Cognitive Offloading,readable,https://discovery.ucl.ac.uk/id/eprint/1508770/1/gilbert_TiCS_OFFLOADING_RPS.pdf,200,https://discovery.ucl.ac.uk/id/eprint/1508770/1/gilbert_TiCS_OFFLOADING_RPS.pdf,application/pdf,1381725,4728,OK_READABLE,"PDF 37p, text layer OK (4728 chars in first 4p)"
A7-01,Risko & Gilbert — Cognitive Offloading,landing,https://doi.org/10.1016/j.tics.2016.07.002,200,https://linkinghub.elsevier.com/retrieve/pii/S1364661316300985,text/html;charset=UTF-8,2976,11,BAD_STUB,"HTML stub, only 11 chars; markers: []"
A7-02,"Sparrow, Liu & Wegner — Google Effects on Memory",readable,https://pubmed.ncbi.nlm.nih.gov/21764755/,200,https://pubmed.ncbi.nlm.nih.gov/21764755/,text/html; charset=utf-8,21590,5788,OK_LANDING,HTML 5788 chars; markers: ['log in']
A7-02,"Sparrow, Liu & Wegner — Google Effects on Memory",landing,https://www.science.org/doi/10.1126/science.1207745,403,https://www.science.org/doi/10.1126/science.1207745,text/html; charset=UTF-8,3222,0,BAD_BLOCKED,HTTP 403
A7-03,Zhu et al. — Dependent vs Autonomous Offloading to GenAI,readable,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2026.1878629/pdf,200,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2026.1878629/pdf,application/pdf,922336,19584,OK_READABLE,"PDF 16p, text layer OK (19584 chars in first 4p)"
A7-03,Zhu et al. — Dependent vs Autonomous Offloading to GenAI,landing,https://pubmed.ncbi.nlm.nih.gov/42534412/,200,https://pubmed.ncbi.nlm.nih.gov/42534412/,text/html; charset=utf-8,23711,8463,OK_LANDING,HTML 8463 chars; markers: ['log in']
A7-04,Chirayath et al. — Cognitive Offloading or Overload?,readable,https://public-pages-files-2025.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2025.1699320/pdf,200,https://public-pages-files-2025.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2025.1699320/pdf,application/pdf,176062,20861,OK_READABLE,"PDF 6p, text layer OK (20861 chars in first 4p)"
A7-04,Chirayath et al. — Cognitive Offloading or Overload?,landing,https://doi.org/10.3389/fpsyg.2025.1699320,200,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2025.1699320/full,text/html;charset=utf-8,156073,39296,OK_HTML,HTML 39296 chars
A7-05,Molenaar — Regulation of Learning and AI,readable,https://doaj.org/article/e98b82c211794158848a4c1363de1847,403,https://doaj.org/article/e98b82c211794158848a4c1363de1847,text/html; charset=UTF-8,3224,0,BAD_BLOCKED,HTTP 403
A7-05,Molenaar — Regulation of Learning and AI,landing,https://doi.org/10.1016/j.caeai.2022.100070,200,https://linkinghub.elsevier.com/retrieve/pii/S2666920X2200025X,text/html;charset=UTF-8,2731,11,BAD_STUB,"HTML stub, only 11 chars; markers: []"
A7-06,Zimmerman — Self-Regulated Learning,readable,https://www.leiderschapsdomeinen.nl/wp-content/uploads/2016/12/Zimmerman-B.-2002-Becoming-Self-Regulated-Learner.pdf,000,https://www.leiderschapsdomeinen.nl/wp-content/uploads/2016/12/Zimmerman-B.-2002-Becoming-Self-Regulated-Learner.pdf,,0,0,BAD_UNREACHABLE,connection error
A7-06,Zimmerman — Self-Regulated Learning,landing,https://doi.org/10.1207/S15430421TIP4102_2,403,https://www.tandfonline.com/doi/abs/10.1207/s15430421tip4102_2,text/html; charset=UTF-8,3239,0,BAD_BLOCKED,HTTP 403
A7-07,"Salomon, Perkins & Globerson — Partners in Cognition",readable,http://www.acousticslab.org/dots_sample/module5/SalomonEtAl1991.pdf,200,http://www.acousticslab.org/dots_sample/module5/SalomonEtAl1991.pdf,application/pdf,1105763,22636,OK_READABLE,"PDF 8p, text layer OK (22636 chars in first 4p)"
A7-07,"Salomon, Perkins & Globerson — Partners in Cognition",landing,https://doi.org/10.3102/0013189X020003002,403,https://journals.sagepub.com/doi/10.3102/0013189X020003002,text/html; charset=UTF-8,3360,0,BAD_BLOCKED,HTTP 403
A7-08,Kirsh — The Intelligent Use of Space,readable,https://adrenaline.ucsd.edu/kirsh/Articles/Space/intelligent_useof_space.pdf,200,https://adrenaline.ucsd.edu/kirsh/Articles/Space/intelligent_useof_space.pdf,application/pdf,2548782,0,BAD_SCANNED,"PDF 38p, NO text layer (scanned/image-only, needs OCR)"
A7-08,Kirsh — The Intelligent Use of Space,landing,https://adrenaline.ucsd.edu/kirsh/Articles/Space/AIJ1.html,200,https://adrenaline.ucsd.edu/kirsh/Articles/Space/AIJ1.html,text/html,42177,87272,OK_LANDING,HTML 87272 chars; markers: ['checkout']
